id,name,nric,dob,address,phone,email,employment,income,referral_source,area_of_law,status,notes
1537,Chin Hock Teo,T6505959Z,,Blk 52 Jurong West St 52 #13-111,82432422,chin.teo@example.com,Retired,"$1,800",Facebook,Tenancy,Closed,"Eviction notice, 1 week given. Family with young children."
1538,Vijay Iyer,S7557162J,1984-07-18,Blk 688 Ang Mo Kio Ave 3 #08-120,82429507,vijay.iyer@example.com,Retired,,,Neighbour disputes,Closed,Dispute over shared wall renovation.
1539,Zhi Hao Koh,S5090635G,16/8/2000,Blk 181 Toa Payoh Lor 1 #16-236,83507078,zhi.koh@example.com,Retired,1500,Facebook,Employment,Closed,Claims constructive dismissal. Wants to know options.
1540,Zhi Hao Koh,S2591668D,12-Apr-70,Blk 606 Tampines St 41 #11-119,84988400,zhi.koh@example.com,Self-employed,2200,Family Service Centre,Unassigned,Closed,Not sure we can help - flag for manager.
1541,Zhi Hao Koh,S6906541J,2001-11-01,Blk 137 Telok Blangah Cres #20-256,82635097,zhi.koh@example.com,Employed,3000,Walk-in,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1542,Pei Shan Sim,T9659257D,1959-03-09,Blk 542 Dover Rd #05-241,88019896,pei.sim@example.com,Retired,about 2k,,Small claims,Closed,"Car workshop overcharged, poor repair."
1543,Xin Yi Yeo,T5556822D,1994-07-08,Blk 653 Tampines St 41 #06-009,88280210,xin.yeo@example.com,Part-time,2200,Google,Consumer debt,Open,"Credit card debt, harassment calls to workplace."
1544,Siti Hassan,T5223932I,,Blk 207 Bedok Nth Rd #13-124,83110893,siti.hassan@example.com,Unemployed,,Walk-in,Employment,Open,"Injured at work, no MC paid. Small firm, no HR."
1545,Ravi Das,T9554112J,20/3/1996,Blk 558 Jurong West St 52 #02-071,89383678,ravi.das@example.com,Retired,,Facebook,Consumer debt,Closed,"Guarantor for a friend's loan, friend defaulted."
1546,Iskandar Salleh,T3946571Z,,Blk 694 Jurong West St 52 #06-228,83304148,iskandar.salleh@example.com,Employed,,Google,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1547,Meena Subramaniam,S3421939A,1983-08-14,Blk 648 Yishun Ring Rd #20-280,83236395,meena.subramaniam@example.com,Self-employed,,,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1548,Siti Hassan,T1558560B,6-Jan-86,Blk 493 Bishan St 12 #13-084,87621567,siti.hassan@example.com,Student,"$1,800",Community centre,Small claims,Closed,"Online purchase never delivered, seller unreachable."
1549,Wei Ming Tan,S2864010Z,21/10/2000,Blk 437 Ang Mo Kio Ave 3 #16-023,89868757,wei.tan@example.com,Retired,3200,Facebook,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1550,Shu Fen Ng,S5557672D,20-Sep-61,Blk 169 Bedok Nth Rd #07-176,84664617,shu.ng@example.com,Retired,"$1,800",,Unassigned,Closed,"Walk-in, complex family matter, referred elsewhere?"
1551,Kavitha Menon,S2597357A,12-Jul-60,Blk 373 Tampines St 41 #11-175,86304647,kavitha.menon@example.com,Self-employed,1500,,Tenancy,Closed,"Rental arrears dispute, landlord changed the lock."
1552,Pei Shan Sim,T2139737H,15-Jan-98,Blk 62 Telok Blangah Cres #18-174,86263729,pei.sim@example.com,Self-employed,"$1,800",Community centre,Neighbour disputes,Closed,"Shared corridor blocked with items, fire hazard."
1553,Faizal Osman,S4260584F,22-Dec-00,Blk 335 Clementi Ave 4 #10-258,89092974,faizal.osman@example.com,Self-employed,,Friend,Tenancy,Open,"Eviction notice, 1 week given. Family with young children."
1554,Iskandar Salleh,S2354858H,8/1/1978,Blk 695 Telok Blangah Cres #12-090,85620699,iskandar.salleh@example.com,Self-employed,"$1,800",Friend,Employment,Closed,Salary unpaid for two months. Employer not responding.
1555,Aishah Rahman,T2538734A,1979-11-01,Blk 627 Bishan St 12 #19-208,88812333,aishah.rahman@example.com,Unemployed,"$3,200",Previous client,Employment,Closed,"Injured at work, no MC paid. Small firm, no HR."
1556,Chin Hock Teo,T1681921D,9-Nov-79,Blk 150 Ang Mo Kio Ave 3 #05-112,88797033,chin.teo@example.com,Student,3800,Family Service Centre,Wills and probate,Closed,"Small estate, bank refuses to release without grant."
1557,Wei Ming Tan,S5135426D,5/4/1962,Blk 662 Hougang Ave 8 #16-193,87188048,wei.tan@example.com,Self-employed,n/a,MP meet-the-people,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1558,Farah Karim,S5389277G,1999-03-09,Blk 246 Tampines St 41 #15-122,85839654,farah.karim@example.com,Student,0,Community centre,Neighbour disputes,Closed,"Shared corridor blocked with items, fire hazard."
1559,Chin Hock Teo,T3503275C,1995-12-03,Blk 344 Dover Rd #13-104,82429362,chin.teo@example.com,Employed,3000,Google,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1560,Kavitha Menon,S1943492H,8-Mar-84,Blk 663 Tampines St 41 #10-280,87537829,kavitha.menon@example.com,Retired,2600,,Consumer debt,Open,"Loan from licensed moneylender, disputes amount owed."
1561,Xin Yi Yeo,T0992431E,6/12/1972,Blk 433 Hougang Ave 8 #17-278,87781513,xin.yeo@example.com,Employed,1800,Previous client,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1562,Pei Shan Sim,T1858667E,1976-12-06,Blk 233 Clementi Ave 4 #12-109,89666975,pei.sim@example.com,Part-time,unknown,,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1563,Jia Hao Lee,T1873184I,1974-12-21,Blk 584 Commonwealth Dr #03-190,83834042,jia.lee@example.com,Unemployed,about 2k,Google,Employment,Open,Claims constructive dismissal. Wants to know options.
1564,Priya Nair,S4328247E,24/1/1997,Blk 235 Telok Blangah Cres #16-173,87211610,priya.nair@example.com,Student,1800,Friend,Neighbour disputes,Open,Dispute over shared wall renovation.
1565,Li Ying Ong,S1902206G,23/3/1982,Blk 44 Yishun Ring Rd #14-042,87246461,li.ong@example.com,Employed,"$2,500",Facebook,Employment,Open,Dismissed after raising a safety complaint. Has messages.
1566,Jia Hao Lee,S3984803I,16/4/1980,Blk 238 Telok Blangah Cres #18-206,86823540,jia.lee@example.com,Employed,about 2k,Facebook,Small claims,Closed,"Neighbour's contractor damaged wall, refuses to pay."
1567,Vijay Iyer,T0497635J,23/7/1968,Blk 490 Hougang Ave 8 #10-151,86588611,vijay.iyer@example.com,Self-employed,~3000,Community centre,Small claims,Closed,"Car workshop overcharged, poor repair."
1568,Farah Karim,S3751279Z,1961-05-22,Blk 647 Toa Payoh Lor 1 #17-199,88512315,farah.karim@example.com,Student,"$3,200",Walk-in,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1569,Deepa Pillai,T1101654I,20/2/2000,Blk 351 Woodlands Dr 50 #14-281,87907561,deepa.pillai@example.com,Student,"$2,500",Walk-in,Unassigned,Closed,Not sure we can help - flag for manager.
1570,Meena Subramaniam,S2975235B,26/10/1970,Blk 624 Bedok Nth Rd #05-160,87247715,meena.subramaniam@example.com,Self-employed,0,Google,Employment,Closed,Salary unpaid for two months. Employer not responding.
1571,Deepa Pillai,S3108021G,1990-02-05,Blk 21 Jurong West St 52 #06-044,89684604,deepa.pillai@example.com,Self-employed,1500,Walk-in,Employment,Open,Claims constructive dismissal. Wants to know options.
1572,Nurul Ibrahim,T9216949J,10/11/1960,Blk 427 Bedok Nth Rd #02-116,81029763,nurul.ibrahim@example.com,Part-time,"$2,500",,Tenancy,Open,Landlord withholding deposit. Verbal tenancy only.
1573,Shu Fen Ng,S2814803G,20/8/1979,Blk 208 Woodlands Dr 50 #04-064,87558620,shu.ng@example.com,Employed,1800,Google,Employment,Closed,Dismissed after raising a safety complaint. Has messages.
1574,Jia Hao Lee,T7925010C,10/9/1999,Blk 272 Ang Mo Kio Ave 3 #17-222,81725497,jia.lee@example.com,Retired,,Previous client,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1575,Shu Fen Ng,S4386488F,11/10/1970,Blk 591 Hougang Ave 8 #03-100,85020540,shu.ng@example.com,Student,,Family Service Centre,Unassigned,Closed,"Immigration question - out of scope, note for records."
1576,Kavitha Menon,S6858927I,1974-05-10,Blk 204 Bedok Nth Rd #07-003,89717856,kavitha.menon@example.com,Self-employed,,Community centre,Neighbour disputes,Open,Dispute over shared wall renovation.
1577,Kok Wai Wong,S0540843B,1/3/1972,Blk 427 Woodlands Dr 50 #12-055,81059263,kok.wong@example.com,Unemployed,"$1,800",Google,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1578,Vijay Iyer,S3563718C,1982-12-14,Blk 606 Yishun Ring Rd #02-221,89038032,vijay.iyer@example.com,Self-employed,3800,,Wills and probate,Closed,Needs LPA for elderly mother with dementia.
1579,Hui Ling Lim,S6093630F,1976-12-16,Blk 429 Dover Rd #02-071,81333932,hui.lim@example.com,Unemployed,about 2k,Community centre,Wills and probate,Closed,Needs LPA for elderly mother with dementia.
1580,Meena Subramaniam,T2943318G,1988-11-09,Blk 641 Bedok Nth Rd #06-106,82014677,meena.subramaniam@example.com,Retired,1800,Friend,Consumer debt,Open,"Renovation contractor took deposit, work not done."
1581,Chin Hock Teo,S8094884A,1978-08-25,Blk 652 Dover Rd #04-047,86115874,chin.teo@example.com,Retired,3000,Friend,Tenancy,Closed,"Aircon and water heater broken 3 months, landlord ignores."
1582,Zhi Hao Koh,T1632034B,1999-05-22,Blk 627 Hougang Ave 8 #19-221,86805742,zhi.koh@example.com,Part-time,2200,Family Service Centre,Tenancy,Open,"Sub-tenant, main tenant vanished, agent demanding rent."
1583,Chin Hock Teo,S0517427D,6-Oct-65,Blk 443 Ang Mo Kio Ave 3 #20-259,82052362,chin.teo@example.com,Self-employed,1800,Family Service Centre,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1584,Hui Ling Lim,T4426652D,1991-06-16,Blk 285 Dover Rd #05-170,82563725,hui.lim@example.com,Unemployed,2200,,Small claims,Closed,"Neighbour's contractor damaged wall, refuses to pay."
1585,Jia Hao Lee,S0237025G,1971-01-14,Blk 493 Dover Rd #18-111,89082944,jia.lee@example.com,Retired,,,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1586,Kok Wai Wong,T4758355D,3/6/1960,Blk 401 Ang Mo Kio Ave 3 #12-245,88475294,kok.wong@example.com,Student,,,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1587,Wei Ming Tan,T4868340E,1968-01-10,Blk 637 Bedok Nth Rd #03-029,84459683,wei.tan@example.com,Employed,"$1,800",Friend,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1588,Marcus DCruz,S4329250J,2-Mar-98,Blk 100 Telok Blangah Cres #03-080,82548415,marcus.dcruz@example.com,Unemployed,n/a,Previous client,Small claims,Closed,"Car workshop overcharged, poor repair."
1589,Ravi Das,S5358912F,1993-11-26,Blk 31 Yishun Ring Rd #09-063,86624582,ravi.das@example.com,Unemployed,0,Family Service Centre,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1590,Suresh Kumar,S7925239B,24-Oct-57,Blk 75 Commonwealth Dr #15-034,86835322,suresh.kumar@example.com,Part-time,2200,Previous client,Neighbour disputes,Closed,"Smoking at corridor, children asthmatic."
1591,Anand Rajan,T2893238I,1958-02-23,Blk 486 Toa Payoh Lor 1 #10-270,83087432,anand.rajan@example.com,Self-employed,3000,,Small claims,Closed,"Online purchase never delivered, seller unreachable."
1592,Li Ying Ong,S8248720I,1970-05-24,Blk 67 Hougang Ave 8 #20-091,89313648,li.ong@example.com,Employed,1500,Friend,Neighbour disputes,Closed,"Shared corridor blocked with items, fire hazard."
1593,Mei Ling Goh,T0287783B,1976-09-27,Blk 599 Tampines St 41 #08-116,86607131,mei.goh@example.com,Self-employed,3200,Friend,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1594,Yong Sheng Chua,T7843053J,1956-11-03,Blk 611 Jurong West St 52 #16-173,86250558,yong.chua@example.com,Self-employed,1800,Family Service Centre,Employment,Open,Claims constructive dismissal. Wants to know options.
1595,Yong Sheng Chua,T2493748C,13-Oct-91,Blk 151 Dover Rd #05-238,88442374,yong.chua@example.com,Employed,,MP meet-the-people,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1596,Zhi Hao Koh,T3109892F,1/2/1983,Blk 272 Jurong West St 52 #07-113,85392919,zhi.koh@example.com,Unemployed,"$2,500",Walk-in,Small claims,Closed,"Online purchase never delivered, seller unreachable."
1597,Anand Rajan,T0164299E,,Blk 209 Commonwealth Dr #09-201,84490998,anand.rajan@example.com,Retired,about 2k,Family Service Centre,Small claims,Closed,"Neighbour's contractor damaged wall, refuses to pay."
1598,Siti Hassan,S8845705E,,Blk 236 Ang Mo Kio Ave 3 #18-197,88250415,siti.hassan@example.com,Self-employed,2200,Google,Employment,Closed,Dismissed after raising a safety complaint. Has messages.
1599,Deepa Pillai,S4587763A,20/3/1968,Blk 304 Commonwealth Dr #07-203,86075064,deepa.pillai@example.com,Part-time,"$3,200",Previous client,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1600,Nurul Ibrahim,S7722706E,18/11/1963,Blk 42 Woodlands Dr 50 #04-066,88524937,nurul.ibrahim@example.com,Self-employed,about 2k,Google,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1601,Anand Rajan,T2078023F,,Blk 513 Jurong West St 52 #07-202,84756801,anand.rajan@example.com,Employed,3200,MP meet-the-people,Employment,Open,"Same client as an earlier matter - came back, staff did not notice."
